taxonomy_id,#Count,#F1-score,#CDL1,#CDL2,#EMDistance,#FPS,#Objname
2691156,809,0.701305614,6.876948514,0.218586581,0,24.4922333,airplane
2773838,17,0.545818418,9.468417532,0.3980498,0,24.54559624,bag
2801938,23,0.469488096,11.38686381,0.527617612,0,24.53611484,basket
2808440,172,0.507163312,10.46200756,0.489325679,0,24.40436661,bathtub
2818832,47,0.502823252,11.16084071,0.605583848,0,24.52899517,bed
2828884,363,0.612353084,7.88166049,0.270136899,0,24.46510413,bench
2843684,15,0.468651793,12.57459933,0.716437527,0,24.26514143,birdhouse
2871439,91,0.478499857,11.19109903,0.555999128,0,24.41787572,bookshelf
2876657,100,0.61311764,7.863403878,0.271692776,0,24.48863443,bottle
2880940,38,0.467746855,11.21821568,0.497077084,0,24.47541522,bowl
2924116,188,0.561812732,8.868794073,0.344837891,0,24.48766824,bus
2933112,315,0.47559064,10.84917469,0.474453013,0,24.45421258,cabinet
2942699,23,0.467134907,12.98559114,0.832412122,0,24.47016115,camera
2946921,22,0.490276226,10.6976321,0.505440806,0,24.44006023,can
2954340,12,0.527711071,9.047031323,0.315758971,0,24.31452659,cap
2958343,703,0.463153894,11.37956315,0.529358087,0,24.48301838,car
2992529,167,0.601636374,7.903829081,0.262122115,0,24.4949057,cellphone
3001627,1356,0.55847241,9.340381285,0.384351023,0,24.47345221,chair
3046257,131,0.525516146,10.13324585,0.463057766,0,24.49195897,clock
3207941,19,0.475455143,11.24826215,0.536886088,0,24.47288628,dishwasher
3211117,219,0.548179751,9.254654906,0.376584305,0,24.44645796,display
3261776,15,0.525184902,11.71450253,0.717675654,0,24.49221344,earphone
3325088,149,0.633356286,8.755659142,0.440712578,0,24.43727559,faucet
3337140,60,0.47601626,11.30446563,0.550781449,0,24.34901702,file cabinet
3991062,121,0.469802651,13.19211152,0.902427638,0,24.40173765,flowerpot
3467517,160,0.901899697,4.551454267,0.101831384,0,24.44423918,guitar
3513137,33,0.457931808,12.7655722,0.748942256,0,24.51534936,helmet
3593526,120,0.497395797,11.28990623,0.603327872,0,24.43573165,jar
3085013,13,0.614194031,7.474229776,0.225325764,0,24.62681449,keyboard
3624134,85,0.887928241,4.718759739,0.116805775,0,24.43743314,knife
3636649,464,0.699306365,7.958987812,0.414556214,0,24.49781518,lamp
3642806,92,0.577907891,8.109921155,0.261082099,0,24.4119621,laptop
3691459,320,0.482045289,11.72563003,0.622358481,0,24.47316155,loudspeaker
3710193,19,0.683017304,7.433386175,0.268652599,0,24.44359934,mailbox
3759954,14,0.719245755,8.153118934,0.534685363,0,22.65614424,microphone
3761084,31,0.474033437,11.20726739,0.511224993,0,24.25839217,microwaves
3790512,68,0.475569649,11.96318171,0.661898159,0,24.48081413,motorbike
3797390,43,0.440544011,12.49512335,0.62055598,0,24.33731555,mug
3928116,48,0.503502162,10.74998387,0.522803405,0,24.53867151,piano
3938244,20,0.520061345,9.951421666,0.433377544,0,24.50375504,pillow
3948459,62,0.639949906,8.130500101,0.345999525,0,24.48312936,pistol
4004475,34,0.489910986,11.23230752,0.601805474,0,24.52331011,printer
4074963,14,0.633641256,7.597250598,0.256645091,0,24.5263442,remote
4090263,475,0.808150432,6.077154515,0.20079688,0,24.48444951,rifle
4099429,17,0.828499961,5.919489832,0.185610496,0,24.5589787,rocket
4225987,31,0.698541259,6.601388516,0.182982278,0,24.40031121,skateboard
4256520,635,0.510303653,10.15215582,0.440019954,0,24.44956197,sofa
4330267,44,0.50642846,10.78555079,0.511333789,0,24.38531042,stove
4379243,1687,0.574764463,8.831764307,0.359808629,0,24.47012685,table
4401088,218,0.602871214,7.832898617,0.25581783,0,24.49014017,telephone
4460130,27,0.611833177,9.323499786,0.431119756,0,24.45863913,tower
4468005,78,0.574671539,8.95644309,0.369803376,0,24.48073299,train
2747177,69,0.445265306,12.30021455,0.635650401,0,24.48124384,trash bin
4554684,34,0.463668577,12.06726846,0.645729987,0,24.41396334,washer
4530566,388,0.660951404,7.649727765,0.294541161,0,24.52640426,watercraft
overall,55,0.566369122,9.650263885,0.446408345,0,24.42768861,
