taxonomy_id,#Count,#F1-score,#CDL1,#CDL2,#EMDistance,#FPS,#Objname
3759954,14,0.618401344,11.70505579,1.151144029,0,23.94268556,microphone
4330267,44,0.48489563,12.74480698,0.894448738,0,24.55698644,stove
3261776,15,0.483300069,14.10413908,1.158980678,0,24.66548071,earphone
3513137,33,0.432526726,16.30836732,1.443104712,0,24.62243701,helmet
4460130,27,0.559432682,11.55938845,0.800587869,0,24.54572017,tower
4468005,78,0.555168834,10.00125876,0.544491094,0,24.61101566,train
3761084,31,0.456999511,12.92074454,0.837416108,0,24.50739307,microwaves
4004475,34,0.467417886,13.97374678,1.14725318,0,24.62036745,printer
3938244,20,0.488706296,11.79644121,0.688892887,0,24.60918361,pillow
2992529,167,0.586321375,8.322444012,0.306494323,0,24.56971742,cellphone
2808440,172,0.483141326,12.16593882,0.792553582,0,24.57575442,bathtub
4530566,388,0.620376766,9.09370846,0.495827971,0,24.60083121,watercraft
2871439,91,0.461208617,12.93790239,0.879311198,0,24.59371418,bookshelf
3593526,120,0.465998879,14.01482121,1.149876942,0,24.58391711,jar
4554684,34,0.447305907,14.49875637,1.149921825,0,24.56150586,washer
3467517,160,0.844032534,5.310084082,0.161093999,0,24.58865759,guitar
4401088,218,0.589486372,8.285421794,0.319265431,0,24.5965707,telephone
2954340,12,0.488456902,11.15841195,0.571661936,0,24.49065518,cap
2933112,315,0.462543337,11.82343142,0.637064458,0,24.56714713,cabinet
3642806,92,0.558100937,8.904370311,0.360436171,0,24.55544691,laptop
2924116,188,0.543875382,9.670156079,0.457569421,0,24.56758423,bus
2946921,22,0.469022658,12.62942061,0.981764923,0,24.64768073,can
2818832,47,0.47744046,13.49227798,1.078155187,0,24.57488991,bed
4256520,635,0.494210039,11.22115972,0.595660471,0,24.58552716,sofa
4379243,1687,0.560339377,9.902580859,0.572226418,0,24.59430274,table
2747177,69,0.429347412,13.83598669,0.927482998,0,24.64166119,trash bin
3046257,131,0.503326035,11.77649482,0.777161591,0,24.58752785,clock
4225987,31,0.672300874,7.392869488,0.285654289,0,24.5684235,skateboard
3797390,43,0.426436033,14.1666032,0.981528783,0,24.60441471,mug
3001627,1356,0.52816637,11.28203836,0.691185671,0,24.59887641,chair
3691459,320,0.463440445,13.75600767,1.041981508,0,24.58362932,loudspeaker
2942699,23,0.441106193,16.66757789,1.63043408,0,24.58004181,camera
3636649,464,0.626417031,11.14116284,1.023993064,0,24.60776491,lamp
2691156,809,0.667217709,7.81435757,0.33628231,0,24.61117062,airplane
2773838,17,0.519634108,11.15296501,0.655916885,0,24.54786241,bag
2958343,703,0.44532709,12.63470993,0.718766656,0,24.61339915,car
2880940,38,0.447277429,12.88502085,0.80637826,0,24.60418469,bowl
4099429,17,0.754603989,7.327953498,0.350430639,0,24.57084974,rocket
2828884,363,0.594916884,8.814341434,0.416120279,0,24.58553791,bench
4090263,475,0.744862903,7.319015761,0.33959554,0,24.59648635,rifle
3211117,219,0.531812134,10.50416942,0.592246053,0,24.57573116,display
2876657,100,0.574678508,9.713831842,0.556134966,0,24.59787841,bottle
3710193,19,0.623038786,10.40733963,0.841540773,0,24.60850464,mailbox
3790512,68,0.453458573,13.54120296,0.911931295,0,24.58314704,motorbike
3325088,149,0.563402921,12.09441739,1.054467451,0,24.55461556,faucet
2801938,23,0.448433934,12.9327535,0.803954971,0,24.57156566,basket
3337140,60,0.458999981,12.6408191,0.78359182,0,24.53861807,file cabinet
2843684,15,0.447324327,15.5527559,1.341007527,0,24.57250778,birdhouse
3624134,85,0.797129242,6.009722712,0.2313536,0,24.60922204,knife
3991062,121,0.448044136,15.2490372,1.296797785,0,24.57101598,flowerpot
3948459,62,0.595531844,9.608018953,0.542805358,0,24.61672566,pistol
3928116,48,0.48640574,12.53171519,0.862315607,0,24.60161411,piano
3207941,19,0.459531356,12.68480729,0.808313111,0,24.5943575,dishwasher
4074963,14,0.605997515,8.474250896,0.37231626,0,24.552882,remote
3085013,13,0.60206844,7.907313102,0.273290577,0,24.64950046,keyboard
overall,55,0.535580869,11.39031688,0.756548787,0,24.5751798,
