taxonomy_id,#Count,#F1-score,#CDL1,#CDL2,#EMDistance,#Objname
2747177,100,0.423004689,14.27453473,0.942403598,0,trash bin
3624134,100,0.780655817,6.373392847,0.263642994,0,knife
4379243,100,0.555910475,10.13071099,0.571135941,0,table
2871439,100,0.449524953,13.51044488,0.913485556,0,bookshelf
4256520,100,0.4739519,12.06645091,0.644230571,0,sofa
2691156,100,0.630394556,8.732770899,0.423364315,0,airplane
3691459,100,0.444772996,14.63567053,1.10979083,0,loudspeaker
4530566,100,0.597261449,9.603895769,0.532255597,0,watercraft
2958343,100,0.444564327,12.72687857,0.709688605,0,car
3211117,100,0.497271797,11.58475927,0.646266167,0,display
3636649,100,0.624207519,10.66059856,0.821610023,0,lamp
3001627,100,0.517460515,11.93534148,0.770344999,0,chair
4401088,100,0.563457265,9.182055219,0.406274935,0,telephone
3928116,100,0.469921825,13.30850216,0.923387152,0,piano
3467517,100,0.82228611,5.772166971,0.190545428,0,guitar
3593526,100,0.451367105,14.70140382,1.208354249,0,jar
2876657,100,0.556703388,10.26630785,0.595375618,0,bottle
3991062,100,0.443940923,14.65434924,1.096323609,0,flowerpot
2933112,100,0.450592972,12.50902094,0.693224755,0,cabinet
2924116,100,0.538511352,9.836545561,0.456528832,0,bus
2808440,100,0.468516301,12.29722515,0.720227664,0,bathtub
2828884,100,0.576222754,9.431903362,0.451717056,0,bench
4468005,100,0.562925523,9.951639314,0.531242245,0,train
2992529,100,0.559620956,8.91430518,0.329057821,0,cellphone
3642806,100,0.535270054,9.364085832,0.355452821,0,laptop
4090263,100,0.747344586,7.319857345,0.333584992,0,rifle
2818832,100,0.466301584,13.41061384,0.962278628,0,bed
3325088,100,0.546966575,12.47071757,0.993551788,0,faucet
3046257,100,0.479124226,12.66107788,0.814845986,0,clock
3948459,100,0.590780691,9.511337601,0.483872342,0,pistol
3790512,100,0.458129923,13.49064596,0.929163763,0,motorbike
3337140,100,0.451912928,12.9860555,0.795881891,0,file cabinet
3797390,100,0.419670211,14.50172777,1.016316122,0,mug
4330267,100,0.484759495,12.78907215,0.892405704,0,stove
overall,34,0.531861992,11.3401784,0.691995076,0,  -
